,Bishan,CBD,Tiong Bahru,Paya Lebar,Tampines,CCK,Woodlands,Punggol,Buona,Tuas,Town,Jurong,Serangoon,Toa Payoh,Bishan->Serangoon,Serangoon->Bishan,Bishan->Woodlands,Woodlands->Bishan,Bishan->Toa Payoh,Toa Payoh->Bishan,Bishan->Buona,Buona->Bishan,Woodlands->CCK,CCK->Woodlands,CCK->Jurong,Jurong->CCK,Jurong->Tuas,Tuas->Jurong,Jurong->Buona,Buona->Jurong,Tiong Bahru->Serangoon,Serangoon->Tiong Bahru,Serangoon->Punggol,Punggol->Serangoon,Toa Payoh->Town,Town->Toa Payoh,Town->CBD,CBD->Town,Serangoon->Paya Lebar,Paya Lebar->Serangoon,CBD->Paya Lebar,Paya Lebar->CBD,Paya Lebar->Tampines,Tampines->Paya Lebar,Buona->Tiong Bahru,Tiong Bahru->Buona
2020-01-01 15:35:00,118,1682,633,178,284,159,243,149,693,165,791,622,210,55,0,0,187,1760,0,0,1012,257,5,0,0,0,0,0,142,27,0,0,0,0,3,0,3,11,3,0,0,607,1,0,0,0
2020-01-01 15:40:00,125,1710,633,180,285,162,252,149,725,165,802,634,209,58,0,0,175,1760,0,0,999,255,5,0,0,0,0,0,98,22,0,0,0,0,6,0,3,15,3,0,0,567,1,0,2,0
2020-01-01 15:45:00,125,1746,635,181,285,164,273,149,751,165,819,648,212,59,0,0,150,1760,0,0,992,266,7,0,0,0,1,0,48,10,0,0,1,0,8,0,4,17,1,0,0,517,3,0,3,0
2020-01-01 15:50:00,121,1788,638,180,286,167,279,149,793,165,840,655,213,60,0,0,137,1760,0,0,959,290,11,0,0,0,1,0,0,4,0,0,3,0,8,0,4,12,2,0,0,467,4,0,4,0
2020-01-01 15:55:00,115,1833,642,181,288,171,285,150,754,165,854,658,215,59,0,0,124,1760,0,0,949,313,14,0,0,0,1,0,0,13,0,0,3,0,9,0,6,9,1,0,0,417,3,0,8,0
2020-01-01 16:00:00,120,1865,644,180,288,178,293,152,734,166,862,657,211,59,0,0,111,1760,0,0,940,319,12,0,0,1,1,0,0,22,2,0,3,0,8,2,8,15,1,0,9,367,3,2,1,4
2020-01-01 16:05:00,121,1876,637,179,286,185,318,153,739,162,859,657,211,60,0,0,81,1761,0,0,920,312,9,0,0,5,1,4,8,23,8,0,2,0,8,13,13,20,1,0,36,317,4,5,4,2
2020-01-01 16:10:00,115,1906,628,190,286,191,324,155,730,158,860,657,210,73,0,0,65,1762,0,0,913,310,13,0,0,8,1,8,14,29,16,0,1,0,8,17,10,15,1,0,45,267,3,5,1,5
2020-01-01 16:15:00,120,1946,626,213,287,198,352,155,740,159,862,665,210,82,0,0,29,1762,0,0,905,304,17,1,0,6,1,8,8,26,19,0,2,0,8,12,9,10,1,7,27,218,2,3,0,0
2020-01-01 16:20:00,130,1992,626,217,288,210,367,156,743,159,861,679,220,80,0,0,1,1762,0,0,903,297,21,2,0,7,1,4,3,14,17,0,2,0,7,11,8,6,1,8,19,169,6,1,2,0
2020-01-01 16:25:00,130,2043,628,215,289,219,356,157,766,159,856,683,234,79,0,0,0,1762,0,0,879,297,26,2,0,11,3,0,3,5,11,2,4,0,7,10,8,1,0,11,14,121,7,0,2,0
2020-01-01 16:30:00,140,2093,630,214,294,236,355,158,779,160,851,675,249,77,0,0,0,1762,0,0,861,288,15,2,0,14,4,0,4,8,3,4,8,0,5,6,7,1,2,9,7,75,4,0,0,0
2020-01-01 16:35:00,152,2143,630,211,296,254,355,161,800,160,846,671,251,77,0,0,0,1762,0,0,842,272,3,2,0,13,4,0,2,10,0,5,11,0,5,4,7,1,4,2,6,28,9,0,1,0
2020-01-01 16:40:00,147,2174,631,211,298,262,356,166,796,162,845,673,245,79,0,0,0,1762,0,0,843,267,1,3,0,8,3,0,1,10,0,8,10,0,8,1,6,0,3,5,6,1,9,0,0,0
2020-01-01 16:45:00,144,2174,633,212,305,264,357,172,824,164,849,675,248,76,0,0,0,1762,0,0,814,259,0,6,0,4,1,0,1,10,0,7,7,0,9,1,3,6,2,0,4,0,7,0,0,0
2020-01-01 16:50:00,160,2172,635,212,307,265,359,176,843,164,860,682,243,76,0,0,0,1762,0,0,791,232,0,6,0,1,1,0,0,9,0,6,6,0,10,0,4,5,2,1,1,0,9,0,0,0
2020-01-01 16:55:00,166,2172,635,210,312,265,363,179,843,165,869,685,242,82,0,0,0,1762,0,0,780,209,0,3,0,0,0,0,0,16,1,6,4,0,11,1,5,2,1,1,2,0,8,0,0,0
2020-01-01 17:00:00,171,2121,628,205,312,265,364,182,847,164,862,678,240,90,0,0,0,1763,0,0,752,189,0,1,0,4,0,1,9,27,5,4,4,0,14,10,10,27,0,4,31,0,6,4,0,6
2020-01-01 17:05:00,162,1974,588,199,303,265,364,181,797,160,830,642,237,103,0,0,0,1763,0,0,728,200,1,0,0,17,4,5,38,66,30,4,7,2,18,46,27,63,7,4,123,0,6,17,3,16
2020-01-01 17:10:00,160,1829,547,197,290,269,361,180,777,150,779,616,235,130,0,0,0,1765,0,0,700,211,2,0,0,26,9,15,54,99,60,5,6,6,20,58,27,118,4,11,230,1,5,28,5,15
2020-01-01 17:15:00,172,1788,534,233,288,282,358,184,801,146,764,599,244,101,0,0,0,1767,0,0,682,220,2,1,0,24,9,18,32,130,72,4,3,4,16,84,24,124,4,4,250,1,3,21,1,6
2020-01-01 17:20:00,170,1787,535,235,287,291,358,186,784,150,777,602,253,105,0,0,0,1766,0,0,683,237,1,5,1,15,5,14,28,142,68,4,3,0,12,79,8,106,3,16,268,1,6,8,0,1
2020-01-01 17:25:00,177,1779,535,226,289,296,359,187,800,155,793,623,265,118,0,0,0,1766,0,0,662,254,0,10,2,6,0,4,14,135,68,3,5,0,8,67,5,77,1,15,282,1,7,2,3,1
2020-01-01 17:30:00,189,1774,540,220,293,290,363,189,805,155,817,612,300,116,0,0,0,1766,0,0,651,266,0,15,2,13,1,0,7,147,43,5,6,0,6,64,5,34,2,7,290,0,5,0,2,0
2020-01-01 17:35:00,229,1771,542,216,296,287,369,191,805,155,811,630,309,114,0,0,0,1744,0,0,638,278,0,14,1,16,1,0,8,130,23,6,12,1,1,76,5,10,8,4,293,0,4,0,2,0
2020-01-01 17:40:00,225,1772,545,220,298,295,378,194,810,155,787,624,318,114,0,0,0,1744,0,0,627,287,0,8,0,15,4,0,5,135,13,6,17,1,1,95,2,2,2,3,295,0,3,0,0,0
2020-01-01 17:45:00,216,1774,545,237,300,296,383,203,818,156,767,643,324,125,0,0,0,1744,0,0,620,294,0,7,0,14,5,0,4,116,0,12,14,0,3,92,0,0,7,1,276,0,4,0,0,0
2020-01-01 17:50:00,238,1774,549,241,301,303,386,211,834,156,758,649,312,141,0,0,0,1744,0,0,605,277,0,7,0,17,8,0,4,104,0,13,10,0,2,68,0,0,5,1,276,0,5,0,1,0
2020-01-01 17:55:00,252,1768,547,241,303,300,390,216,822,159,749,662,318,141,0,0,0,1742,0,0,613,260,0,10,0,26,7,0,2,95,2,17,7,1,2,52,3,2,1,2,280,0,5,1,0,2
2020-01-01 18:00:00,291,1671,525,263,293,308,390,216,791,156,711,630,316,159,0,0,0,1718,0,0,620,259,1,12,0,33,10,5,29,96,19,20,5,5,1,49,7,47,8,2,306,0,7,13,2,6
2020-01-01 18:05:00,304,1312,447,263,266,316,391,210,655,143,629,512,311,152,0,0,0,1722,0,0,621,286,3,10,0,59,18,21,109,177,73,17,15,13,1,133,32,160,10,24,489,0,12,42,10,32
2020-01-01 18:10:00,296,965,367,265,236,329,387,207,532,130,460,410,325,143,0,0,0,1712,0,0,633,343,7,13,0,68,31,36,185,252,133,17,21,14,4,264,39,322,15,35,681,1,17,64,6,35
2020-01-01 18:15:00,308,748,324,284,220,321,389,217,467,127,370,341,347,138,0,0,0,1686,0,0,651,360,5,17,1,96,33,39,196,332,167,17,18,8,6,335,41,416,11,37,795,3,26,64,2,37
2020-01-01 18:20:00,274,658,305,295,220,333,396,223,436,132,326,322,363,174,0,0,0,1679,0,0,664,385,1,14,1,91,27,29,222,368,185,17,19,5,7,340,21,468,14,44,828,2,30,67,3,12
2020-01-01 18:25:00,278,625,300,293,233,347,404,232,423,147,324,328,364,164,0,0,0,1659,0,0,660,396,1,6,2,78,13,14,236,388,193,26,19,3,6,347,8,478,16,51,846,0,26,63,2,1
2020-01-01 18:30:00,257,607,304,319,245,355,409,241,407,154,319,320,368,161,0,0,0,1656,0,0,661,404,0,9,2,68,7,6,246,406,196,30,23,1,8,350,8,482,8,46,851,0,34,32,0,0
2020-01-01 18:35:00,283,602,308,306,258,386,410,251,413,159,320,327,373,192,0,0,0,1621,0,0,654,410,0,14,1,32,2,0,244,406,197,32,21,0,10,316,5,483,9,46,860,1,43,5,0,0
2020-01-01 18:40:00,307,597,309,278,278,394,418,264,415,160,351,316,378,199,0,0,0,1586,0,0,650,419,0,19,1,13,2,0,243,411,200,36,17,0,8,302,7,458,4,51,867,1,36,2,3,0
